locality_name,region_name,price,value_per_sqft,area,construction_status,house_type,total_rooms,total_beds,new_resale,age
Panvel, Mumbai,7945999.999999999,10667,745,Under Construction,Apartment,4,2,New,-3.0
Panvel, Mumbai,4789000.0,10667,449,Under Construction,Apartment,3,1,New,-3.0
Panvel, Mumbai,9632000.0,10667,903,Under Construction,Apartment,4,2,New,-3.0
Mulund West, Mumbai,14900000.0,23173,643,Under Construction,Apartment,4,2,New,-3.0
Mulund West, Mumbai,22500000.0,22936,981,Under Construction,Apartment,5,3,New,-3.0
Thane West, Mumbai,11200000.000000002,19500,579,Under Construction,Apartment,4,2,New,0.0
Thane West, Mumbai,17900000.0,20000,896,Under Construction,Apartment,5,3,New,0.0
Powai, Mumbai,33100000.0,42346,785,Under Construction,Apartment,5,3,New,-4.0
Virar West, Mumbai,11500000.0,6388,1800,Ready to move,Villa,5,3,Resale,3.0
Kharghar, Mumbai,10200000.0,9272,1100,Ready to move,Apartment,4,2,Resale,11.0
Ambernath East, Mumbai,3229999.9999999995,3657,883,Ready to move,Apartment,4,2,New,2.0
Kalyan East, Mumbai,2775000.0,4166,666,Ready to move,Apartment,3,1,New,2.0
Kharghar, Mumbai,20500000.0,8723,2350,Under Construction,Apartment,5,3,New,-2.0
Kharghar, Mumbai,18000000.0,10778,1670,Under Construction,Apartment,5,3,New,-2.0
Kharghar, Mumbai,18500000.0,9893,1870,Under Construction,Apartment,5,3,New,-2.0
Kharghar, Mumbai,17800000.0,10787,1650,Under Construction,Apartment,5,3,New,-2.0
Kharghar, Mumbai,18200000.0,9837,1850,Under Construction,Apartment,5,3,New,-2.0
Dombivali, Mumbai,7625000.0,10046,760,Under Construction,Apartment,5,3,New,-2.0
Neral, Mumbai,1800000.0,2769,650,Under Construction,Apartment,3,1,New,1.0
Ambernath East, Mumbai,2050000.0,4939,415,Under Construction,Studio Apartment,2,0,New,1.0
Ambernath East, Mumbai,1650000.0,4074,405,Under Construction,Studio Apartment,2,0,New,0.0
Sion, Mumbai,8000000.0,16842,475,Ready to move,Apartment,3,1,Resale,1.0
Kalyan West, Mumbai,6200000.0,7294,850,Under Construction,Apartment,4,2,New,2.0
Dombivali East, Mumbai,3850000.0,5923,650,Under Construction,Apartment,3,1,Resale,1.0
Dombivali East, Mumbai,3800000.0,5846,650,Under Construction,Apartment,3,1,Resale,1.0
Kurla, Mumbai,17500000.0,25735,681,Under Construction,Apartment,4,2,New,0.0
Kurla, Mumbai,12000000.0,26030,461,Under Construction,Apartment,3,1,New,0.0
Kurla, Mumbai,14500000.0,25754,564,Under Construction,Apartment,4,2,New,0.0
Kurla, Mumbai,11500000.0,26195,440,Under Construction,Apartment,3,1,New,0.0
Thane West, Mumbai,13799999.999999998,18498,746,Ready to move,Apartment,4,2,New,4.5
Thane West, Mumbai,13000000.0,18232,713,Ready to move,Apartment,4,2,New,4.5
Thane West, Mumbai,14000000.0,17262,811,Ready to move,Apartment,4,2,New,4.5
Vikhroli, Mumbai,8388000.0,18893,444,Under Construction,Apartment,3,1,New,-3.0
Vikhroli, Mumbai,7395999.999999999,18964,390,Under Construction,Apartment,3,1,New,-3.0
Vikhroli, Mumbai,7727000.0,18938,408,Under Construction,Apartment,3,1,New,-3.0
Dombivali, Mumbai,5200000.0,6117,850,Under Construction,Apartment,4,2,Resale,2.0
Dombivali East, Mumbai,4000000.0,6153,650,Under Construction,Apartment,3,1,Resale,1.0
Wadgaon Sheri, Pune,2600000.0,4193,620,Under Construction,Apartment,3,1,New,1.0
Dombivli (West), Mumbai,4300000.0,6615,650,Under Construction,Apartment,3,1,Resale,1.0
Badlapur East, Mumbai,3020000.0,4541,665,Ready to move,Apartment,3,1,New,2.0
Mira Road East, Mumbai,8692000.0,13189,659,Under Construction,Apartment,4,2,New,0.0
Mira Road East, Mumbai,6268000.0,13251,473,Under Construction,Apartment,3,1,New,0.0
Mira Road East, Mumbai,12500000.0,13213,946,Under Construction,Apartment,5,3,New,0.0
Mira Road East, Mumbai,8779000.0,13161,667,Under Construction,Apartment,4,2,New,0.0
Chembur, Mumbai,5400000.0,19636,275,Ready to move,Apartment,3,1,Resale,14.5
Mira Road East, Mumbai,8992000.0,13184,682,Under Construction,Apartment,4,2,New,0.0
Mira Road East, Mumbai,8950000.0,13142,681,Under Construction,Apartment,4,2,New,0.0
Chembur, Mumbai,5300000.0,17096,310,Ready to move,Apartment,3,1,Resale,14.5
Mira Road East, Mumbai,6200000.0,13362,464,Ready to move,Apartment,3,1,Resale,3.5
Mira Road East, Mumbai,6300000.0,9692,650,Ready to move,Apartment,3,1,Resale,2.5
Goregaon East, Mumbai,11800000.0,19032,620,Under Construction,Apartment,4,2,New,1.0
Goregaon East, Mumbai,8700000.0,17400,500,Under Construction,Apartment,3,1,New,2.0
Wadala, Mumbai,19300000.0,16083,1200,Under Construction,Apartment,4,2,New,-5.0
Mulund West, Mumbai,14500000.0,23616,618,Under Construction,Apartment,4,2,New,2.0
Vasai, Mumbai,2525000.0,4391,575,Under Construction,Apartment,3,1,New,-3.0
Vikhroli, Mumbai,6345000.0,11643,545,Under Construction,Apartment,3,1,Resale,-4.0
Vikhroli, Mumbai,6345000.0,11372,558,Under Construction,Apartment,3,1,New,-4.0
Kothrud, Pune,10500000.0,9659,1087,Ready to move,Apartment,4,2,Resale,9.5
Malad East, Mumbai,45000000.0,18750,2400,Ready to move,Apartment,6,4,Resale,4.0
Kharghar, Mumbai,8500000.0,7650,1111,Ready to move,Apartment,4,2,Resale,7.5
Dhayari Phata, Pune,3400000.0,3995,851,Under Construction,Apartment,4,2,New,2.0
Hadapsar, Pune,4500000.0,4736,950,Ready to move,Apartment,4,2,Resale,5.5
Dombivali, Mumbai,4400000.0,6616,665,Ready to move,Apartment,3,1,New,1.0
Ambernath East, Mumbai,2830000.0,4192,675,Ready to move,Apartment,3,1,New,1.5
Kothrud, Pune,20000000.0,11402,1754,Ready to move,Apartment,5,3,Resale,3.0
Bandra West, Mumbai,57000000.0,28162,2024,Under Construction,Apartment,5,3,New,0.0
Goregaon East, Mumbai,27900000.0,18000,1550,Ready to move,Apartment,5,3,Resale,3.0
Wakad, Pune,3800000.0,6188,614,Under Construction,Apartment,3,1,New,1.0
Worli, Mumbai,92000000.0,38623,2382,Ready to move,Apartment,6,4,New,4.0
Chembur, Mumbai,68000000.0,64761,1050,Ready to move,Apartment,5,3,Resale,2.5
Goregaon West, Mumbai,18500000.0,20108,920,Under Construction,Apartment,4,2,New,0.0
Tathawade, Pune,6800000.0,5857,1161,Under Construction,Apartment,5,3,New,0.0
Tathawade, Pune,4800000.0,5339,899,Under Construction,Apartment,4,2,New,2.0
Wakad, Pune,8000000.0,6441,1242,Under Construction,Apartment,5,3,New,-4.0
Ghatkopar East, Mumbai,11500000.0,18400,625,Under Construction,Apartment,4,2,New,-3.0
Andheri East, Mumbai,8000000.0,16000,500,Ready to move,Apartment,3,1,Resale,2.0
Ulwe, Mumbai,3000000.0,6060,495,Under Construction,Studio Apartment,2,0,New,-1.0
Bavdhan, Pune,6200000.0,6200,1000,Ready to move,Apartment,4,2,Resale,10.0
Worli, Mumbai,102000000.0,39230,2600,Under Construction,Apartment,6,4,New,-6.0
Worli, Mumbai,60400000.0,31789,1900,Under Construction,Apartment,5,3,New,-6.0
Lower Parel, Mumbai,39900000.0,27517,1450,Under Construction,Apartment,4,2,New,-6.0
Lower Parel, Mumbai,80000000.0,49968,1601,Ready to move,Apartment,6,4,New,5.0
Ravet, Pune,8500000.0,5862,1450,Under Construction,Apartment,5,3,New,-1.0
Dahisar, Mumbai,5600000.0,9333,600,Ready to move,Apartment,3,1,Resale,2.0
Ulwe, Mumbai,4200000.0,6720,625,Under Construction,Apartment,3,1,New,-1.0
Kalyan West, Mumbai,8600000.0,8686,990,Ready to move,Apartment,4,2,Resale,2.0
Kalyan West, Mumbai,3900000.0,5652,690,Ready to move,Apartment,3,1,New,2.0
Sewri, Mumbai,16000000.0,30188,530,Ready to move,Apartment,3,1,New,1.5
Virar, Mumbai,7500000.0,7142,1050,Ready to move,Apartment,4,2,Resale,3.5
Kandivali West, Mumbai,22300000.0,22367,997,Under Construction,Apartment,4,2,New,-3.0
Anjurdive, Mumbai,9044000.0,11235,805,Under Construction,Apartment,5,3,New,0.0
Anjurdive, Mumbai,7595000.0,12766,595,Under Construction,Apartment,4,2,New,0.0
Anjurdive, Mumbai,7009999.999999999,12563,558,Under Construction,Apartment,4,2,New,0.0
Anjurdive, Mumbai,12100000.0,12340,986,Under Construction,Apartment,5,3,New,0.0
Anjurdive, Mumbai,5237000.0,11796,444,Under Construction,Apartment,3,1,New,0.0
Anjurdive, Mumbai,6065000.0,12404,489,Under Construction,Apartment,4,2,New,0.0
Anjurdive, Mumbai,5039000.0,12085,417,Under Construction,Apartment,3,1,New,0.0
Rasayani, Mumbai,2650000.0,9566,277,Under Construction,Apartment,3,1,New,-2.0
Ghatkopar East, Mumbai,13400000.0,19578,689,Under Construction,Apartment,4,2,New,-3.0
Kalyan West, Mumbai,4000000.0,6153,650,Under Construction,Apartment,3,1,New,-3.0
Ghatkopar East, Mumbai,6984999.999999999,13180,530,Under Construction,Apartment,3,1,New,-3.0
Neral, Mumbai,1900000.0,2923,650,Under Construction,Apartment,3,1,New,-4.0
Tathawade, Pune,4750000.0,4629,1026,Under Construction,Apartment,4,2,New,-1.0
Baner, Pune,7800000.0,6280,1242,Ready to move,Apartment,5,3,Resale,5.0
Kandivali West, Mumbai,26400000.0,26400,1000,Under Construction,Apartment,6,4,New,-3.0
Thane West, Mumbai,8000000.0,12903,620,Ready to move,Apartment,3,1,Resale,2.0
Tathawade, Pune,3400000.0,5601,607,Ready to move,Apartment,3,1,Resale,1.0
Goregaon East, Mumbai,60000000.0,31746,1890,Ready to move,Apartment,6,4,Resale,21.5
Seminary Hills, Nagpur,4900000.0,5000,980,Ready to move,Apartment,4,2,New,2.0
Thergaon, Pune,6800000.0,6307,1078,Ready to move,Apartment,4,2,Resale,4.5
Kharadi, Pune,9000000.0,6666,1350,Under Construction,Apartment,5,3,New,3.0
Kharghar, Mumbai,8000000.0,7547,1060,Ready to move,Apartment,4,2,Resale,2.0
Goregaon East, Mumbai,9700000.0,17017,570,Under Construction,Apartment,3,1,New,-1.0
Kharghar, Mumbai,15500000.0,10616,1460,Ready to move,Apartment,5,3,Resale,3.0
Mira Road East, Mumbai,6400000.0,11985,534,Ready to move,Apartment,3,1,Resale,5.5
Malad East, Mumbai,35000000.0,24475,1430,Ready to move,Apartment,5,3,Resale,14.5
Malad East, Mumbai,11000000.0,16923,650,Ready to move,Apartment,3,1,Resale,6.5
Kharghar, Mumbai,6500000.0,9629,675,Ready to move,Apartment,3,1,Resale,8.5
Ulwe, Mumbai,5000000.0,10000,500,Ready to move,Apartment,3,1,New,1.0
Goregaon East, Mumbai,21000000.0,22105,950,Ready to move,Apartment,4,2,Resale,2.0
Thergaon, Pune,7000000.0,6529,1072,Ready to move,Apartment,4,2,Resale,4.5
Goregaon East, Mumbai,20000000.0,22624,884,Ready to move,Apartment,4,2,Resale,2.0
Kharghar, Mumbai,15500000.0,10064,1540,Ready to move,Apartment,5,3,Resale,13.5
Balewadi, Pune,23500000.0,10590,2219,Under Construction,Apartment,6,4,New,-4.0
Thane West, Mumbai,7898999.999999999,16701,473,Under Construction,Apartment,3,1,New,-1.0
Tathawade, Pune,11500000.0,7187,1600,Ready to move,Apartment,5,3,Resale,1.5
Dhankawadi Police Station Road, Pune,1000000.0,2000,500,Ready to move,Studio Apartment,2,0,Resale,4.0
Ghatkopar East, Mumbai,12900000.0,26000,498,Under Construction,Apartment,3,1,New,-1.0
Ghatkopar East, Mumbai,17200000.0,26000,663,Under Construction,Apartment,4,2,New,-1.0
Ghatkopar East, Mumbai,11800000.0,26000,454,Under Construction,Apartment,3,1,New,-1.0
Ghatkopar East, Mumbai,17300000.0,26000,666,Under Construction,Apartment,4,2,New,-1.0
Baner, Pune,5800000.0,6823,850,Ready to move,Apartment,4,2,Resale,5.0
Ghatkopar East, Mumbai,7981999.999999999,26000,307,Under Construction,Apartment,3,1,New,-1.0
Ghatkopar East, Mumbai,11800000.0,26000,454,Under Construction,Studio Apartment,2,0,New,-1.0
Ghatkopar East, Mumbai,17200000.0,26000,665,Under Construction,Apartment,4,2,New,-1.0
Koper Khairane, Mumbai,5300000.0,13766,385,Ready to move,Studio Apartment,2,0,Resale,16.5
Karanjade, Mumbai,2750000.0,4471,615,Under Construction,Apartment,3,1,New,0.0
Thane West, Mumbai,35000000.0,25584,1368,Under Construction,Apartment,6,4,New,-4.0
Baner, Pune,6400000.0,6680,958,Ready to move,Apartment,4,2,Resale,2.0
Koper Khairane, Mumbai,7500000.0,11432,656,Ready to move,Apartment,3,1,Resale,1.0
Tathawade, Pune,14500000.0,5967,2430,Ready to move,Apartment,6,4,Resale,1.5
Thane West, Mumbai,25000000.0,22935,1090,Under Construction,Apartment,5,3,New,-4.0
Mahalunge, Pune,5200000.0,6018,864,Ready to move,Apartment,4,2,Resale,2.0
Tathawade, Pune,5400000.0,5895,916,Ready to move,Apartment,4,2,Resale,1.5
Tathawade, Pune,5400000.0,5895,916,Ready to move,Apartment,4,2,Resale,1.5
Mahalunge, Pune,5400000.0,5421,996,Under Construction,Apartment,4,2,New,0.0
Thane West, Mumbai,39000000.0,22247,1753,Under Construction,Apartment,6,4,New,-4.0
Tathawade, Pune,5400000.0,5895,916,Ready to move,Apartment,4,2,Resale,1.5
Tathawade, Pune,5400000.0,5895,916,Ready to move,Apartment,4,2,Resale,1.5
Mahalunge, Pune,5400000.0,5421,996,Under Construction,Apartment,4,2,New,0.0
Thane West, Mumbai,39000000.0,22247,1753,Under Construction,Apartment,6,4,New,-4.0
Mahalunge, Pune,5400000.0,5421,996,Ready to move,Apartment,4,2,Resale,2.0
Thane West, Mumbai,20000000.0,17391,1150,Under Construction,Apartment,5,3,New,-4.0
Thane West, Mumbai,20000000.0,17391,1150,Under Construction,Apartment,5,3,New,-4.0
Balewadi, Pune,7400000.0,7512,985,Ready to move,Apartment,4,2,Resale,2.0
Kalyan West, Mumbai,3950000.0,6076,650,Under Construction,Apartment,3,1,New,-3.0
Thane West, Mumbai,9500000.0,15886,598,Under Construction,Apartment,4,2,New,-4.0
Bhukum, Pune,3800000.0,4828,787,Under Construction,Apartment,4,2,New,2.0
Kandivali West, Mumbai,8200000.0,21298,385,Under Construction,Apartment,3,1,New,-2.0
Kalyan West, Mumbai,4140000.0,6369,650,Under Construction,Apartment,3,1,New,-3.0
Kandivali West, Mumbai,7400000.0,19220,385,Under Construction,Apartment,3,1,New,-2.0
Thane West, Mumbai,7000000.0,14957,468,Under Construction,Apartment,3,1,New,-4.0
Goregaon East, Mumbai,23000000.0,16428,1400,Ready to move,Apartment,4,2,Resale,11.5
Chembur, Mumbai,26000000.0,14054,1850,Ready to move,Apartment,5,3,Resale,3.0
Thane West, Mumbai,12000000.0,18072,664,Ready to move,Apartment,4,2,New,0.5
Thane West, Mumbai,15000000.0,15839,947,Under Construction,Apartment,5,3,New,-3.0
Thane West, Mumbai,12000000.0,16949,708,Under Construction,Apartment,4,2,New,-3.0
Ghatkopar East, Mumbai,9300000.0,14307,650,Under Construction,Apartment,3,1,New,-2.0
Bhukum, Pune,5600000.0,5363,1044,Under Construction,Apartment,5,3,New,2.0
Mahalunge, Pune,5200000.0,5241,992,Under Construction,Apartment,4,2,New,-1.0
Mahalunge, Pune,5200000.0,5241,992,Ready to move,Apartment,4,2,Resale,2.0
Balewadi, Pune,13500000.0,8348,1617,Under Construction,Apartment,5,3,New,0.0
Balewadi, Pune,12000000.0,8633,1390,Under Construction,Apartment,5,3,New,0.0
Thane West, Mumbai,13000000.0,21523,604,Under Construction,Apartment,4,2,New,2.0
Bhandup West, Mumbai,7500000.0,15000,500,Ready to move,Apartment,3,1,Resale,1.0
Ghatkopar East, Mumbai,11000000.0,15714,700,Under Construction,Apartment,3,1,New,0.0
Mira Road East, Mumbai,4100000.0,9927,413,Ready to move,Apartment,3,1,New,2.5
Thane West, Mumbai,16000000.0,12800,1250,Ready to move,Apartment,5,3,Resale,13.5
Airoli, Mumbai,11000000.0,10377,1060,Ready to move,Apartment,4,2,New,2.0
Shivaji Nagar, Pune,30000000.0,14423,2080,Ready to move,Apartment,5,3,Resale,3.0
Worli, Mumbai,45000000.0,53066,848,Under Construction,Apartment,4,2,New,2.0
Bhukum, Pune,4600000.0,4713,976,Ready to move,Apartment,5,3,Resale,2.5
Thane West, Mumbai,20000000.0,12247,1633,Ready to move,Independent House,6,4,Resale,4.0
Naigaon East, Mumbai,3225000.0,5375,600,Ready to move,Apartment,3,1,Resale,4.5
Rahatani, Pune,10400000.0,6701,1552,Under Construction,Apartment,5,3,New,3.0
Thane West, Mumbai,11000000.0,10496,1048,Ready to move,Apartment,4,2,New,2.0
NIBM Annex Mohammadwadi, Pune,5200000.0,6117,850,Under Construction,Apartment,4,2,New,-1.0
Naigaon East, Mumbai,3225000.0,5375,600,Ready to move,Apartment,3,1,Resale,4.5
Rahatani, Pune,10400000.0,6701,1552,Under Construction,Apartment,5,3,New,3.0
Thane West, Mumbai,11000000.0,10496,1048,Ready to move,Apartment,4,2,New,2.0
NIBM Annex Mohammadwadi, Pune,5200000.0,6117,850,Under Construction,Apartment,4,2,New,-1.0
Erandwane, Pune,65000000.0,10833,6000,Ready to move,Villa,7,5,Resale,5.0
Deccan Gymkhana, Pune,42500000.0,18478,2300,Ready to move,Apartment,6,4,Resale,6.5
Baner, Pune,14900000.0,11374,1310,Under Construction,Apartment,5,3,New,-2.0
Baner, Pune,25000000.0,11415,2190,Ready to move,Apartment,5,3,Resale,5.0
Kalwa, Mumbai,4700000.0,7580,620,Ready to move,Apartment,3,1,Resale,1.0
Bhukum, Pune,3800000.0,5277,720,Ready to move,Apartment,4,2,Resale,2.5
Rahatani, Pune,7500000.0,6944,1080,Under Construction,Apartment,4,2,New,2.0
Borivali East, Mumbai,27000000.0,21226,1272,Ready to move,Apartment,5,3,Resale,3.5
Deccan Gymkhana, Pune,32500000.0,15476,2100,Ready to move,Apartment,5,3,Resale,16.5
Mulund West, Mumbai,19200000.0,16257,1181,Under Construction,Apartment,5,3,New,3.0
Kothrud, Pune,12500000.0,12500,1000,Ready to move,Apartment,4,2,Resale,2.0
Kothrud, Pune,18000000.0,9000,2000,Ready to move,Apartment,5,3,Resale,3.0
Erandwane, Pune,65000000.0,13000,5000,Ready to move,Independent House,6,4,Resale,3.0
Goregaon West, Mumbai,26500000.0,21200,1250,Ready to move,Apartment,5,3,Resale,2.5
Erandwane, Pune,26000000.0,17333,1500,Ready to move,Apartment,5,3,Resale,3.0
Vashi, Mumbai,7500000.0,11538,650,Ready to move,Apartment,3,1,Resale,1.0
Ulwe, Mumbai,8900000.0,8090,1100,Ready to move,Apartment,4,2,Resale,6.5
Chembur, Mumbai,30000000.0,22222,1350,Ready to move,Apartment,5,3,Resale,13.5
Kharghar, Mumbai,12000000.0,11320,1060,Ready to move,Apartment,4,2,Resale,19.5
Belapur, Mumbai,15000000.0,9375,1600,Ready to move,Apartment,4,2,Resale,2.5
Virar, Mumbai,6353000.0,4381,1450,Ready to move,Apartment,5,3,New,2.5
Vikroli East, Mumbai,6789000.0,17409,390,Ready to move,Apartment,3,1,Resale,2.0
Tathawade, Pune,5300000.0,5578,950,Under Construction,Apartment,4,2,New,-1.0
Thane West, Mumbai,13500000.0,12523,1078,Ready to move,Apartment,4,2,Resale,5.5
Virar, Mumbai,4681000.0,5033,930,Ready to move,Apartment,4,2,New,2.5
Thane West, Mumbai,12500000.0,12626,990,Ready to move,Apartment,4,2,Resale,9.5
Manjari, Pune,4900000.0,5000,980,Ready to move,Apartment,4,2,Resale,8.5
Manjari, Pune,8491000.0,5357,1585,Ready to move,Apartment,5,3,Resale,1.5
Wagholi, Pune,3421000.0,4024,850,Ready to move,Apartment,4,2,New,1.5
Manjari, Pune,3535000.0,5611,630,Ready to move,Apartment,3,1,Resale,1.0
Loni Kalbhor, Pune,3232000.0,3802,850,Ready to move,Apartment,4,2,New,3.5
Loni Kalbhor, Pune,3200000.0,4318,741,Ready to move,Apartment,4,2,Resale,3.5
Wakad, Pune,4725000.0,5186,911,Ready to move,Apartment,4,2,New,7.5
Wagholi, Pune,2221000.0,4038,550,Ready to move,Apartment,3,1,New,1.0
Hinjewadi, Pune,5208000.0,6134,849,Under Construction,Apartment,4,2,New,-2.0
Wadgaon Sheri, Pune,3800000.0,4840,785,Ready to move,Apartment,3,1,New,1.0
Kharghar, Mumbai,8500000.0,7391,1150,Under Construction,Apartment,4,2,New,2.0
Hinjewadi, Pune,5138000.0,6220,826,Under Construction,Apartment,4,2,New,-2.0
Ravet, Pune,5055000.0,7985,633,Under Construction,Apartment,4,2,New,0.0
Tathawade, Pune,5170000.0,10000,517,Under Construction,Apartment,4,2,New,0.0
Baner, Pune,8036000.0,11099,725,Under Construction,Apartment,4,2,New,-3.0
Baner, Pune,21100000.0,12217,1728,Under Construction,Apartment,6,4,New,-3.0
Baner, Pune,10900000.0,11097,988,Under Construction,Apartment,4,2,New,-3.0
Baner, Pune,7798999.999999999,11095,703,Under Construction,Apartment,4,2,New,-3.0
Baner, Pune,13200000.0,11272,1172,Under Construction,Apartment,5,3,New,-3.0
Baner, Pune,21700000.0,12219,1781,Under Construction,Apartment,6,4,New,-3.0
Baner, Pune,13600000.000000002,14366,951,Under Construction,Apartment,5,3,New,-3.0
Baner, Pune,8407000.0,12567,669,Under Construction,Apartment,4,2,New,-3.0
Baner, Pune,14600000.0,14365,1021,Under Construction,Apartment,5,3,New,-3.0
Baner, Pune,13000000.0,14365,905,Under Construction,Apartment,5,3,New,-3.0
Baner, Pune,9953000.0,12567,792,Under Construction,Apartment,4,2,New,-3.0
Baner, Pune,13700000.000000002,14366,957,Under Construction,Apartment,5,3,New,-3.0
Baner, Pune,13700000.000000002,14365,956,Under Construction,Apartment,5,3,New,-3.0
Baner, Pune,10700000.0,12566,855,Under Construction,Apartment,4,2,New,-3.0
Chinchwad, Pune,19400000.0,12420,1571,Under Construction,Apartment,6,4,New,-4.0
Baner, Pune,13899999.999999998,14366,974,Under Construction,Apartment,5,3,New,-3.0
Chinchwad, Pune,12200000.0,12257,1003,Under Construction,Apartment,5,3,New,-4.0
Baner, Pune,8395000.0,12567,668,Under Construction,Apartment,4,2,New,-3.0
Chinchwad, Pune,7169000.0,11133,645,Under Construction,Apartment,4,2,New,-4.0
Baner, Pune,10600000.0,12567,849,Under Construction,Apartment,4,2,New,-3.0
Shil Phata, Mumbai,4000000.0,7272,550,Under Construction,Apartment,3,1,New,2.0
Chinchwad, Pune,6798999.999999999,11129,612,Under Construction,Apartment,4,2,New,-4.0
Baner, Pune,14100000.0,14364,982,Under Construction,Apartment,5,3,New,-3.0
Chinchwad, Pune,9084000.0,11119,817,Under Construction,Apartment,4,2,New,-4.0
Chinchwad, Pune,10100000.0,12259,833,Under Construction,Apartment,5,3,New,-4.0
Hinjewadi, Pune,6500000.0,9848,660,Under Construction,Apartment,4,2,New,-1.0
Hinjewadi, Pune,3402000.0000000005,8636,394,Under Construction,Apartment,3,1,New,-1.0
Hinjewadi, Pune,4599000.0,8424,546,Under Construction,Apartment,4,2,New,-1.0
Hinjewadi, Pune,3782000.0,8636,438,Under Construction,Apartment,3,1,New,-1.0
Wakad, Pune,9653000.0,10045,961,Under Construction,Apartment,5,3,New,-2.0
Hinjewadi, Pune,3927000.0000000005,8632,455,Under Construction,Apartment,3,1,New,-1.0
Wakad, Pune,6998999.999999999,11164,628,Under Construction,Apartment,4,2,New,-2.0
Tathawade, Pune,5291000.0,8294,638,Under Construction,Apartment,4,2,New,-1.0
Wakad, Pune,10900000.0,10054,1095,Under Construction,Apartment,5,3,New,-2.0
Tathawade, Pune,5285000.0,8297,637,Under Construction,Apartment,4,2,New,-1.0
Wakad, Pune,7345000.0,11163,659,Under Construction,Apartment,4,2,New,-2.0
Tathawade, Pune,7055000.0,8271,853,Under Construction,Apartment,5,3,New,-1.0
Dombivali, Mumbai,3700000.0,6727,550,Ready to move,Apartment,3,1,Resale,3.5
Tathawade, Pune,5200000.0,8293,627,Under Construction,Apartment,4,2,New,-1.0
Mahalunge, Pune,8131999.999999999,12726,639,Under Construction,Apartment,4,2,New,-1.0
Wakad, Pune,9499000.0,11216,847,Under Construction,Apartment,5,3,New,-2.0
Tathawade, Pune,5718000.0,8288,690,Under Construction,Apartment,4,2,New,-1.0
Hinjewadi, Pune,4697000.0,8525,551,Under Construction,Apartment,4,2,New,-1.0
Wakad, Pune,10000000.0,10045,1000,Under Construction,Apartment,5,3,New,-2.0
Mahalunge, Pune,8172000.0,12710,643,Under Construction,Apartment,4,2,New,-1.0
Tathawade, Pune,5627000.0,8287,679,Under Construction,Apartment,4,2,New,-1.0
Tathawade, Pune,6719000.0,8275,812,Under Construction,Apartment,5,3,New,-1.0
Mahalunge, Pune,8170000.0,12726,642,Under Construction,Apartment,4,2,New,-1.0
Kalyan West, Mumbai,4000000.0,7207,555,Ready to move,Apartment,3,1,New,5.5
Wakad, Pune,7858000.0,11162,705,Under Construction,Apartment,4,2,New,-2.0
Tathawade, Pune,5206000.0,8290,628,Under Construction,Apartment,4,2,New,-1.0
Mamurdi, Pune,5984000.0,9544,627,Under Construction,Apartment,4,2,New,1.0
Mahalunge, Pune,6283000.0,12720,494,Under Construction,Apartment,4,2,New,-1.0
Wakad, Pune,9955000.0,10055,991,Under Construction,Apartment,5,3,New,-2.0
Tathawade, Pune,5840000.0,8331,701,Under Construction,Apartment,4,2,New,-1.0
Mahalunge, Pune,6200000.0,12731,487,Under Construction,Apartment,4,2,New,-1.0
Mamurdi, Pune,6498999.999999999,9730,668,Under Construction,Apartment,4,2,New,1.0
Mahalunge, Pune,7245999.999999999,12735,569,Under Construction,Apartment,4,2,New,-1.0
Wakad, Pune,8298999.999999999,10362,801,Under Construction,Apartment,4,2,New,-2.0
Mamurdi, Pune,4700000.0,7605,618,Under Construction,Apartment,4,2,New,1.0
Wakad, Pune,10800000.0,10045,1085,Under Construction,Apartment,5,3,New,-2.0
Mahalunge, Pune,7620999.999999999,12723,599,Under Construction,Apartment,4,2,New,-1.0
Mahalunge, Pune,7042000.0,12734,553,Under Construction,Apartment,4,2,New,-1.0
Wakad, Pune,7925000.0,11162,711,Under Construction,Apartment,4,2,New,-2.0
Mahalunge, Pune,7825000.0,12744,614,Under Construction,Apartment,4,2,New,-1.0
Mahalunge, Pune,6556999.999999999,12732,515,Under Construction,Apartment,4,2,New,-1.0
Ravet, Pune,6235000.0,10882,573,Under Construction,Apartment,4,2,New,0.0
Tathawade, Pune,6450000.0,10951,589,Under Construction,Apartment,4,2,New,-3.0
Kalyan East, Mumbai,2800000.0,4172,671,Ready to move,Apartment,3,1,New,2.0
Tathawade, Pune,5436000.0,8249,660,Under Construction,Apartment,4,2,New,-2.0
Tathawade, Pune,7179000.000000001,7942,904,Under Construction,Apartment,4,2,New,-3.0
Ravet, Pune,5922000.0,10987,539,Under Construction,Apartment,4,2,New,0.0
Mahalunge, Pune,6515000.000000001,12725,512,Under Construction,Apartment,4,2,New,-1.0
Tathawade, Pune,9150000.0,9214,993,Under Construction,Apartment,5,3,New,-3.0
Mahalunge, Pune,7038000.0,12750,552,Under Construction,Apartment,4,2,New,-1.0
Ravet, Pune,7084000.0,11104,638,Under Construction,Apartment,5,3,New,0.0
Kurla, Mumbai,11500000.0,26195,440,Under Construction,Apartment,3,1,New,0.0
Thane West, Mumbai,13799999.999999998,18498,746,Ready to move,Apartment,4,2,New,4.5
Thane West, Mumbai,13000000.0,18232,713,Ready to move,Apartment,4,2,New,4.5
Thane West, Mumbai,14000000.0,17262,811,Ready to move,Apartment,4,2,New,4.5
